2025-08-18 00:19:50 | INFO     | service.storage_service:_init_minio_client:67 - MinIO客户端初始化成功: 103.6.168.6:9000
2025-08-18 00:19:58 | INFO     | service.latency_optimization_service:cleanup:263 - 延迟优化服务清理完成
2025-08-18 00:19:58 | INFO     | __main__:lifespan:370 - 延迟优化服务已清理
2025-08-18 00:19:58 | INFO     | __main__:lifespan:378 - HTTP客户端和提供商已清理
2025-08-18 00:19:58 | INFO     | __main__:lifespan:403 - 任务管理器已清理
2025-08-18 00:19:58 | INFO     | __main__:lifespan:411 - 嵌入服务已清理
2025-08-18 00:19:58 | INFO     | db.database:close:541 - 开始关闭数据库连接...
2025-08-18 00:19:58 | INFO     | db.database:close:566 - 数据库连接关闭完成
2025-08-18 00:19:58 | INFO     | __main__:lifespan:426 - 数据库连接已关闭
2025-08-18 00:19:58 | INFO     | __main__:lifespan:430 - === 系统关闭完成 ===
2025-08-18 00:21:16 | INFO     | service.storage_service:_init_minio_client:67 - MinIO客户端初始化成功: 103.6.168.6:9000
2025-08-18 00:21:16 | INFO     | service.storage_service:__init__:39 - 跳过MinIO存储桶验证，直接连接已存在的存储桶
2025-08-18 00:21:16 | INFO     | service.storage_service:<module>:622 - 存储服务初始化成功
2025-08-18 00:21:17 | INFO     | service.triplet_extraction_service:__init__:49 - 知识图谱模型配置 - 默认: Qwen/Qwen3-30B-A3B-Thinking-2507, 优先级: ['Qwen/Qwen3-30B-A3B-Thinking-2507', 'Qwen/Qwen3-30B-A3B-Instruct-2507', 'Qwen/Qwen3-235B-A22B-Thinking-2507', 'deepseek-ai/DeepSeek-V3']
2025-08-18 00:21:17 | INFO     | service.triplet_extraction_service:__init__:56 - 找到适合的知识图谱模型: Qwen/Qwen3-30B-A3B-Thinking-2507
2025-08-18 00:21:17 | INFO     | service.triplet_extraction_service:__init__:84 - 知识图谱三元组提取服务配置 - 专用模型: Qwen/Qwen3-30B-A3B-Thinking-2507, 块大小: 2000
2025-08-18 00:21:17 | INFO     | service.triplet_extraction_service:__init__:85 - 并发配置 - 最大并发: 3, 批次大小: 3, 超时: 60s
2025-08-18 00:21:17 | INFO     | service.triplet_extraction_service:__init__:86 - 调试模式: True, 最大重试: 2
2025-08-18 00:21:17 | WARNING  | api.endpoints.auth:load_users_from_env:60 - 环境变量 DEFAULT_USERS 未设置，使用默认用户配置
2025-08-18 00:21:17 | INFO     | api.endpoints.auth:load_users_from_env:114 - 已加载 4 个用户配置
2025-08-18 00:21:17 | INFO     | service.advanced_agent_team_service:_load_v2_config:651 - [CONFIG] V2配置加载成功
2025-08-18 00:21:17 | INFO     | __main__:lifespan:77 - 
============================================================
2025-08-18 00:21:17 | INFO     | __main__:lifespan:78 - 🚀 地聚物材料智能问答系统启动
2025-08-18 00:21:17 | INFO     | __main__:lifespan:79 - ============================================================
2025-08-18 00:21:17 | INFO     | __main__:lifespan:83 - 🔍 步骤 1/7: 系统配置验证
2025-08-18 00:21:17 | INFO     | service.config_validation_service:validate_all_services:55 - 开始系统配置验证...
2025-08-18 00:21:17 | INFO     | service.config_validation_service:validate_all_services:94 - 配置验证完成，整体状态: error
2025-08-18 00:21:17 | INFO     | __main__:lifespan:91 -    ❌ 配置验证完成 - 服务状态: 1/6 健康
2025-08-18 00:21:17 | WARNING  | __main__:lifespan:95 - Elasticsearch: Elasticsearch连接失败: Unknown scheme for proxy URL URL('socks://192.168.1.6:7897/')
2025-08-18 00:21:17 | WARNING  | __main__:lifespan:95 - LLM-one_api: one_api LLM环境变量未配置
2025-08-18 00:21:17 | WARNING  | __main__:lifespan:95 - LLM-alibaba: alibaba LLM环境变量未配置
2025-08-18 00:21:17 | WARNING  | __main__:lifespan:95 - Embedding Services: 向量化服务配置错误: 'OptimizedConfigManager' object has no attribute 'get_matbert_config'
2025-08-18 00:21:17 | WARNING  | __main__:lifespan:95 - MinIO: MinIO连接失败，使用本地存储: Unknown scheme for proxy URL URL('socks://192.168.1.6:7897/')
2025-08-18 00:21:17 | WARNING  | __main__:lifespan:95 - MatBERT不可用，系统将使用通用向量检索模式
2025-08-18 00:21:17 | ERROR    | __main__:lifespan:99 - 没有可用的向量化服务，检索功能将受限
2025-08-18 00:21:17 | INFO     | __main__:lifespan:114 - 应用降级配置以确保系统正常运行
2025-08-18 00:21:17 | INFO     | __main__:lifespan:122 - 💾 步骤 2/7: 数据库初始化
2025-08-18 00:21:17 | WARNING  | __main__:lifespan:138 -    ⚠️ 数据库初始化失败: cannot import name 'init_postgresql' from 'db.database' (/mnt/share/wxn/Desktop/NextAgentLite/mat-ba，但系统将继续启动
2025-08-18 00:21:17 | INFO     | __main__:lifespan:141 - 🔗 步骤 3/7: Redis连接检查
2025-08-18 00:21:21 | INFO     | __main__:lifespan:145 -    ✅ Redis连接成功: 103.6.168.6:6379 (DB:0)
2025-08-18 00:21:21 | INFO     | __main__:lifespan:146 -    ✅ Redis版本: 7.4.5, 内存使用: 1.11M
2025-08-18 00:21:21 | INFO     | __main__:lifespan:148 -    ✅ Redis已启用密码保护
2025-08-18 00:21:21 | INFO     | __main__:lifespan:159 - 🔍 步骤 4/7: ElasticSearch索引初始化
2025-08-18 00:21:23 | WARNING  | __main__:lifespan:204 -    ⚠️ ElasticSearch初始化错误: Connection error caused by: ConnectionError(Connec...
2025-08-18 00:21:23 | INFO     | __main__:lifespan:207 - ⚡ 步骤 5/8: 延迟优化服务初始化
2025-08-18 00:21:23 | INFO     | service.latency_optimization_service:initialize:244 - 初始化延迟优化服务...
2025-08-18 00:21:23 | INFO     | service.latency_optimization_service:initialize:251 - 启用延迟监控
2025-08-18 00:21:23 | INFO     | service.latency_optimization_service:initialize:253 - 延迟优化服务初始化完成
2025-08-18 00:21:23 | INFO     | __main__:lifespan:212 -    ✅ 延迟优化服务就绪 - 模型预热完成
2025-08-18 00:21:23 | INFO     | __main__:lifespan:222 - 🤖 步骤 7/8: 智能体服务初始化
2025-08-18 00:21:23 | INFO     | __main__:lifespan:227 -    ✅ 智能体服务就绪 - 智能体: 4个, 团队: 1个
2025-08-18 00:21:23 | INFO     | __main__:lifespan:232 - 🧠 步骤 8/8: LLM服务初始化
2025-08-18 00:21:23 | INFO     | __main__:lifespan:247 -    ✅ 统一网关模式 - 端点: https://api.siliconflow.cn/v1
2025-08-18 00:21:23 | INFO     | __main__:lifespan:248 -    ✅ Chat模型: 6个, 默认: Qwen/Qwen3-30B-A3B-Thinking-2507
2025-08-18 00:21:23 | INFO     | __main__:lifespan:257 - 📋 步骤 9/10: 任务管理器初始化
2025-08-18 00:21:23 | INFO     | core.task_manager:__init__:80 - AsyncTaskManager initialized: max_concurrent=20, default_timeout=60.0s
2025-08-18 00:21:23 | INFO     | __main__:lifespan:264 -    ✅ 基础任务管理器已初始化
2025-08-18 00:21:23 | INFO     | core.team_task_manager:__init__:118 - TeamTaskManager initialized
2025-08-18 00:21:23 | INFO     | __main__:lifespan:268 -    ✅ Team任务管理器已初始化
2025-08-18 00:21:23 | INFO     | __main__:lifespan:274 -    ✅ 任务管理器服务就绪 - 支持超时控制和任务取消
2025-08-18 00:21:23 | INFO     | __main__:lifespan:280 - 🔢 步骤 10/10: 模型服务初始化和系统配置
2025-08-18 00:21:23 | WARNING  | __main__:lifespan:320 -    ⚠️ 模型服务初始化失败: 'OptimizedConfigManager' object has no attribute '...
2025-08-18 00:21:23 | INFO     | __main__:lifespan:334 - 📋 队列和并发配置:
2025-08-18 00:21:23 | INFO     | __main__:lifespan:335 -    🔄 文件处理队列最大并发数: 2
2025-08-18 00:21:23 | INFO     | __main__:lifespan:336 -    📁 大文件处理队列最大并发数: 1
2025-08-18 00:21:23 | INFO     | __main__:lifespan:337 -    📏 大文件阈值: 2MB
2025-08-18 00:21:23 | INFO     | __main__:lifespan:338 -    📄 文档向量化并发数: 2
2025-08-18 00:21:23 | INFO     | __main__:lifespan:339 -    ❓ QA数据集向量化并发数: 1
2025-08-18 00:21:23 | INFO     | __main__:lifespan:340 -    📦 向量化批次大小: 10
2025-08-18 00:21:23 | INFO     | __main__:lifespan:341 -    ⏱️ 任务超时时间: 3600秒
2025-08-18 00:21:23 | INFO     | __main__:lifespan:342 -    🔁 最大重试次数: 3
2025-08-18 00:21:23 | INFO     | __main__:lifespan:350 - 
============================================================
2025-08-18 00:21:23 | INFO     | __main__:lifespan:351 - 🎉 系统启动完成 - 地聚物材料智能问答系统已就绪
2025-08-18 00:21:23 | INFO     | __main__:lifespan:352 - 🌐 监听地址: http://0.0.0.0:8000
2025-08-18 00:21:23 | INFO     | __main__:lifespan:353 - ============================================================
2025-08-18 00:22:04 | INFO     | __main__:log_requests:464 - 请求开始: GET http://localhost:8000/api/v1/auth/auth-credentials
2025-08-18 00:22:04 | INFO     | api.endpoints.auth:get_auth_credentials:345 - 返回认证配置，用户数量: 4
2025-08-18 00:22:04 | INFO     | __main__:log_requests:464 - 请求开始: GET http://localhost:8000/api/v1/auth/captcha/generate
2025-08-18 00:22:04 | INFO     | api.endpoints.auth:generate_captcha:261 - 生成验证码: 6997086309fec35330b4e1292f96b9dd, 类型: math
2025-08-18 00:22:04 | INFO     | __main__:log_requests:471 - 请求完成: GET http://localhost:8000/api/v1/auth/auth-credentials - 200 - 0.01s
2025-08-18 00:22:04 | INFO     | __main__:log_requests:471 - 请求完成: GET http://localhost:8000/api/v1/auth/captcha/generate - 200 - 0.01s
2025-08-18 00:22:04 | INFO     | __main__:log_requests:464 - 请求开始: GET http://localhost:8000/api/v1/auth/captcha/image/6997086309fec35330b4e1292f96b9dd?t=1755447724574
2025-08-18 00:22:04 | INFO     | __main__:log_requests:471 - 请求完成: GET http://localhost:8000/api/v1/auth/captcha/image/6997086309fec35330b4e1292f96b9dd?t=1755447724574 - 200 - 0.08s
2025-08-18 00:22:11 | INFO     | __main__:log_requests:464 - 请求开始: POST http://localhost:8000/api/v1/auth/login
2025-08-18 00:22:11 | INFO     | api.endpoints.auth:login:385 - 用户登录成功: 系统管理员 (admin)
2025-08-18 00:22:11 | INFO     | __main__:log_requests:471 - 请求完成: POST http://localhost:8000/api/v1/auth/login - 200 - 0.01s
2025-08-18 00:22:12 | INFO     | __main__:log_requests:464 - 请求开始: GET http://localhost:8000/api/v1/knowledge/chunking-configs
2025-08-18 00:22:12 | INFO     | api.endpoints.chunking_config:get_chunking_configs:57 - 获取切分配置列表
2025-08-18 00:22:12 | INFO     | db.database:init_database:387 - 数据库连接初始化成功
2025-08-18 00:22:12 | INFO     | __main__:log_requests:464 - 请求开始: GET http://localhost:8000/api/v1/knowledge/chunking-configs/default
2025-08-18 00:22:12 | INFO     | __main__:log_requests:464 - 请求开始: GET http://localhost:8000/api/v1/knowledge/config/models
2025-08-18 00:22:12 | INFO     | __main__:log_requests:464 - 请求开始: GET http://localhost:8000/api/v1/knowledge/config/vector
2025-08-18 00:22:12 | INFO     | __main__:log_requests:464 - 请求开始: GET http://localhost:8000/api/v1/config/
2025-08-18 00:22:12 | INFO     | __main__:log_requests:471 - 请求完成: GET http://localhost:8000/api/v1/knowledge/config/models - 200 - 0.00s
2025-08-18 00:22:12 | INFO     | api.endpoints.config:_build_llm_config_section:573 - 使用环境变量LLM配置: 6个模型, 默认: Qwen/Qwen3-30B-A3B-Thinking-2507
2025-08-18 00:22:12 | ERROR    | api.endpoints.config:get_system_config:178 - 获取系统配置失败: 'OptimizedConfigManager' object has no attribute 'get_matbert_config'
2025-08-18 00:22:12 | INFO     | __main__:log_requests:471 - 请求完成: GET http://localhost:8000/api/v1/knowledge/config/vector - 200 - 0.00s
2025-08-18 00:22:12 | INFO     | __main__:log_requests:471 - 请求完成: GET http://localhost:8000/api/v1/config/ - 500 - 0.00s
2025-08-18 00:22:20 | ERROR    | db.database:get_db_session:406 - 数据库会话错误: (sqlalchemy.dialects.postgresql.asyncpg.ProgrammingError) <class 'asyncpg.exceptions.UndefinedTableError'>: relation "chunking_configs" does not exist
[SQL: SELECT chunking_configs.id, chunking_configs.name, chunking_configs.description, chunking_configs.strategy, chunking_configs.chunk_token_num, chunking_configs.max_token_num, chunking_configs.chunk_overlap, chunking_configs.delimiter, chunking_configs.tokenizer_type, chunking_configs.preserve_structure, chunking_configs.semantic_threshold, chunking_configs.supported_formats, chunking_configs.is_default, chunking_configs.is_active, chunking_configs.created_at, chunking_configs.updated_at 
FROM chunking_configs 
WHERE chunking_configs.is_active = true ORDER BY chunking_configs.is_default DESC, chunking_configs.name ASC 
 LIMIT $1::INTEGER OFFSET $2::INTEGER]
[parameters: (100, 0)]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-18 00:22:20 | ERROR    | db.database:get_db_session:407 - 数据库会话错误详细信息: Traceback (most recent call last):
  File "/home/wxn/miniconda3/envs/zzdsj-lite/lib/python3.12/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py", line 521, in _prepare_and_execute
    prepared_stmt, attributes = await adapt_connection._prepare(
                                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/wxn/miniconda3/envs/zzdsj-lite/lib/python3.12/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py", line 768, in _prepare
    prepared_stmt = await self._connection.prepare(
                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/wxn/miniconda3/envs/zzdsj-lite/lib/python3.12/site-packages/asyncpg/connection.py", line 635, in prepare
    return await self._prepare(
           ^^^^^^^^^^^^^^^^^^^^
  File "/home/wxn/miniconda3/envs/zzdsj-lite/lib/python3.12/site-packages/asyncpg/connection.py", line 653, in _prepare
    stmt = await self._get_statement(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/wxn/miniconda3/envs/zzdsj-lite/lib/python3.12/site-packages/asyncpg/connection.py", line 432, in _get_statement
    statement = await self._protocol.prepare(
                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "asyncpg/protocol/protocol.pyx", line 165, in prepare
asyncpg.exceptions.UndefinedTableError: relation "chunking_configs" does not exist

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "/home/wxn/miniconda3/envs/zzdsj-lite/lib/python3.12/site-packages/sqlalchemy/engine/base.py", line 1967, in _exec_single_context
    self.dialect.do_execute(
  File "/home/wxn/miniconda3/envs/zzdsj-lite/lib/python3.12/site-packages/sqlalchemy/engine/default.py", line 951, in do_execute
    cursor.execute(statement, parameters)
  File "/home/wxn/miniconda3/envs/zzdsj-lite/lib/python3.12/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py", line 580, in execute
    self._adapt_connection.await_(
  File "/home/wxn/miniconda3/envs/zzdsj-lite/lib/python3.12/site-packages/sqlalchemy/util/_concurrency_py3k.py", line 132, in await_only
    return current.parent.switch(awaitable)  # type: ignore[no-any-return,attr-defined] # noqa: E501
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/wxn/miniconda3/envs/zzdsj-lite/lib/python3.12/site-packages/sqlalchemy/util/_concurrency_py3k.py", line 196, in greenlet_spawn
    value = await result
            ^^^^^^^^^^^^
  File "/home/wxn/miniconda3/envs/zzdsj-lite/lib/python3.12/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py", line 558, in _prepare_and_execute
    self._handle_exception(error)
  File "/home/wxn/miniconda3/envs/zzdsj-lite/lib/python3.12/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py", line 508, in _handle_exception
    self._adapt_connection._handle_exception(error)
  File "/home/wxn/miniconda3/envs/zzdsj-lite/lib/python3.12/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py", line 792, in _handle_exception
    raise translated_error from error
sqlalchemy.dialects.postgresql.asyncpg.AsyncAdapt_asyncpg_dbapi.ProgrammingError: <class 'asyncpg.exceptions.UndefinedTableError'>: relation "chunking_configs" does not exist

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "/mnt/share/wxn/Desktop/NextAgentLite/mat-backend/db/database.py", line 402, in get_db_session
    yield session
  File "/mnt/share/wxn/Desktop/NextAgentLite/mat-backend/service/chunking_config_service.py", line 50, in get_all_configs
    return await repo.get_active_configs(skip, limit)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/mnt/share/wxn/Desktop/NextAgentLite/mat-backend/db/repositories/chunking_config_repository.py", line 143, in get_active_configs
    result = await self.session.execute(stmt)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/wxn/miniconda3/envs/zzdsj-lite/lib/python3.12/site-packages/sqlalchemy/ext/asyncio/session.py", line 463, in execute
    result = await greenlet_spawn(
             ^^^^^^^^^^^^^^^^^^^^^
  File "/home/wxn/miniconda3/envs/zzdsj-lite/lib/python3.12/site-packages/sqlalchemy/util/_concurrency_py3k.py", line 201, in greenlet_spawn
    result = context.throw(*sys.exc_info())
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/wxn/miniconda3/envs/zzdsj-lite/lib/python3.12/site-packages/sqlalchemy/orm/session.py", line 2365, in execute
    return self._execute_internal(
           ^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/wxn/miniconda3/envs/zzdsj-lite/lib/python3.12/site-packages/sqlalchemy/orm/session.py", line 2251, in _execute_internal
    result: Result[Any] = compile_state_cls.orm_execute_statement(
                          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/wxn/miniconda3/envs/zzdsj-lite/lib/python3.12/site-packages/sqlalchemy/orm/context.py", line 306, in orm_execute_statement
    result = conn.execute(
             ^^^^^^^^^^^^^
  File "/home/wxn/miniconda3/envs/zzdsj-lite/lib/python3.12/site-packages/sqlalchemy/engine/base.py", line 1419, in execute
    return meth(
           ^^^^^
  File "/home/wxn/miniconda3/envs/zzdsj-lite/lib/python3.12/site-packages/sqlalchemy/sql/elements.py", line 526, in _execute_on_connection
    return connection._execute_clauseelement(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/wxn/miniconda3/envs/zzdsj-lite/lib/python3.12/site-packages/sqlalchemy/engine/base.py", line 1641, in _execute_clauseelement
    ret = self._execute_context(
          ^^^^^^^^^^^^^^^^^^^^^^
  File "/home/wxn/miniconda3/envs/zzdsj-lite/lib/python3.12/site-packages/sqlalchemy/engine/base.py", line 1846, in _execute_context
    return self._exec_single_context(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/wxn/miniconda3/envs/zzdsj-lite/lib/python3.12/site-packages/sqlalchemy/engine/base.py", line 1986, in _exec_single_context
    self._handle_dbapi_exception(
  File "/home/wxn/miniconda3/envs/zzdsj-lite/lib/python3.12/site-packages/sqlalchemy/engine/base.py", line 2355, in _handle_dbapi_exception
    raise sqlalchemy_exception.with_traceback(exc_info[2]) from e
  File "/home/wxn/miniconda3/envs/zzdsj-lite/lib/python3.12/site-packages/sqlalchemy/engine/base.py", line 1967, in _exec_single_context
    self.dialect.do_execute(
  File "/home/wxn/miniconda3/envs/zzdsj-lite/lib/python3.12/site-packages/sqlalchemy/engine/default.py", line 951, in do_execute
    cursor.execute(statement, parameters)
  File "/home/wxn/miniconda3/envs/zzdsj-lite/lib/python3.12/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py", line 580, in execute
    self._adapt_connection.await_(
  File "/home/wxn/miniconda3/envs/zzdsj-lite/lib/python3.12/site-packages/sqlalchemy/util/_concurrency_py3k.py", line 132, in await_only
    return current.parent.switch(awaitable)  # type: ignore[no-any-return,attr-defined] # noqa: E501
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/wxn/miniconda3/envs/zzdsj-lite/lib/python3.12/site-packages/sqlalchemy/util/_concurrency_py3k.py", line 196, in greenlet_spawn
    value = await result
            ^^^^^^^^^^^^
  File "/home/wxn/miniconda3/envs/zzdsj-lite/lib/python3.12/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py", line 558, in _prepare_and_execute
    self._handle_exception(error)
